time,open,high,low,close,volume
2018-07-16 08:00:00,1243.7,1245.25,1241.5,1243.6,6473
2018-07-16 12:00:00,1243.6,1244.65,1240.85,1241.7,5625
2018-07-16 16:00:00,1241.7,1242.4,1238.0,1238.6,9361
2018-07-16 20:00:00,1238.6,1241.05,1238.25,1240.6,3461
2018-07-17 00:00:00,1240.25,1240.7,1238.55,1238.85,1630
2018-07-17 04:00:00,1238.95,1241.5,1237.05,1241.05,5037
2018-07-17 08:00:00,1241.0,1244.5,1240.2,1244.4,6288
2018-07-17 12:00:00,1244.4,1244.7,1238.25,1238.85,7395
2018-07-17 16:00:00,1238.8,1239.05,1225.75,1226.45,13372
2018-07-17 20:00:00,1226.4,1228.55,1226.1,1227.1,4427
2018-07-18 00:00:00,1227.05,1228.05,1226.3,1227.65,1968
2018-07-18 04:00:00,1227.55,1228.85,1226.25,1226.75,3699
2018-07-18 08:00:00,1226.8,1227.15,1220.75,1222.25,8849
2018-07-18 12:00:00,1222.15,1225.15,1221.8,1224.85,6827
2018-07-18 16:00:00,1224.9,1227.25,1222.55,1226.4,8956
2018-07-18 20:00:00,1226.45,1228.15,1226.35,1227.3,2865
2018-07-19 00:00:00,1227.15,1228.2,1226.0,1227.0,1888
2018-07-19 04:00:00,1227.0,1227.35,1223.25,1224.45,4761
2018-07-19 08:00:00,1224.45,1224.65,1217.2,1218.2,8799
2018-07-19 12:00:00,1218.3,1218.75,1211.15,1213.85,9158
2018-07-19 16:00:00,1213.9,1218.3,1213.65,1216.2,7851
2018-07-19 20:00:00,1216.15,1229.45,1215.75,1222.65,11590
